id,Registration_Interval_Days,Age,City,Country,Recruitment_Generation,Gender,Number_of_Recruits,Heard_From,Recruiter_id,Recruiter_Age,Recruiter_City,Recruiter_Country,Recruiter_Gender,Recruiter_Number_of_Recruits,Recruiter_Heard_From,Same_Heard_From_as_Recruiter,Location_Comparison,Recruiter_Join_Date_Numeric_Days,,Same_Gender_as_Recruiter,Heard_Through_Medium,Recruiter_Heard_Through_Medium,Heard_Through_Same_Medium_as_Recruiter,Same_Age_as_Recruiter,Distance_from_Recruiter,Same_City_as_Recruiter,Same_Country_as_Recruiter,Has_Recruits
919,8.0122,3,,United Kingdom,1,male,0,0,97,2,Seattle,United States,male,305,5,2,unknown,15148.91922,,1,1,6,0,0,7229.77,2,0,FALSE
920,8.0201,3,,United Kingdom,1,female,3,5,97,2,Seattle,United States,male,305,5,1,unknown,15148.91922,,0,1,6,0,0,7229.77,2,0,TRUE
922,0.0088,unknown,,United Kingdom,2,male,0,0,920,3,,United Kingdom,female,3,5,2,unknown,15156.93933,,0,0,1,2,2,0,2,1,FALSE
924,8.0469,3,Hebden Bridge,United Kingdom,1,male,0,100,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,1,6,6,1,0,7428.07,0,0,FALSE
925,8.0515,unknown,Letchworth,United Kingdom,1,unknown,0,100,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,2,0,6,2,2,7656.29,0,0,FALSE
927,8.0696,1,Zaventem,Belgium,1,male,0,100,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,1,5,6,0,0,7947.35,0,0,FALSE
928,0.2913,2,Port Stanley,Canada,1,male,0,1,846,2,Tokyo,Japan,male,13,3,0,Different Country,15156.70041,,1,2,1,0,1,10367.8,0,0,FALSE
929,8.0818,3,Huddersfield,United Kingdom,1,male,0,5,97,2,Seattle,United States,male,305,5,1,Different Country,15148.91922,,1,1,6,0,0,7445.96,0,0,FALSE
930,0.264,2,Tokyo,Japan,2,male,1,1,861,2,Tokyo,Japan,male,6,1,1,Same City,15156.73844,,1,1,1,1,1,0,1,1,TRUE
931,0.2684,2,Tokyo,Japan,2,male,0,1,861,2,Tokyo,Japan,male,6,1,1,Same City,15156.73844,,1,1,1,1,1,0,1,1,FALSE
932,0.478,unknown,Southend-on-sea,United Kingdom,3,female,0,0,807,3,,,male,5,1,2,unknown,15156.52928,,0,1,1,1,2,0,2,2,FALSE
933,0.2702,2,Tokyo,Japan,2,female,0,1,861,2,Tokyo,Japan,male,6,1,1,Same City,15156.73844,,0,1,1,1,1,0,1,1,FALSE
934,0.0115,2,Tokyo,Japan,3,male,0,1,930,2,Tokyo,Japan,male,1,1,1,Same City,15157.00242,,1,2,1,0,1,0,1,1,FALSE
935,0.3152,2,,Russian Federation,1,female,0,2,846,2,Tokyo,Japan,male,13,3,0,unknown,15156.70041,,0,2,1,0,1,3742.91,2,0,FALSE
936,3.2792,4,Oldham,United Kingdom,3,male,0,2,356,3,Abingdon,United Kingdom,male,4,1,0,Different City,15153.73688,,1,1,1,1,0,215.837,0,1,FALSE
937,8.1078,3,Oldham,United Kingdom,1,male,0,100,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,1,1,6,0,0,7440.76,0,0,FALSE
938,8.1128,unknown,Oldham,United Kingdom,1,unknown,0,0,97,2,Seattle,United States,male,305,5,2,Different Country,15148.91922,,2,0,6,2,2,7440.76,0,0,FALSE
939,8.1209,unknown,Sudbury,Canada,1,unknown,0,0,97,2,Seattle,United States,male,305,5,2,Different Country,15148.91922,,2,0,6,2,2,3096.96,0,0,FALSE
940,8.1241,2,,,1,male,0,100,97,2,Seattle,United States,male,305,5,0,unknown,15148.91922,,1,1,6,0,1,0,2,2,FALSE
941,3.3723,3,Reading,United Kingdom,4,female,0,1,330,3,Colchester,United Kingdom,female,3,1,1,Different City,15153.6776,,1,4,4,1,1,137.803,0,1,FALSE
943,8.1365,4,Banbury,United Kingdom,1,female,0,100,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,0,1,6,0,0,7601.93,0,0,FALSE
944,0.357,2,,United States,1,female,0,1,846,2,Tokyo,Japan,male,13,3,0,unknown,15156.70041,,0,5,1,0,1,10112.8,2,0,FALSE
945,3.5314,3,Stockton-on-tees,United Kingdom,3,female,0,2,275,2,Bristol,United Kingdom,female,10,1,0,Different City,15153.5363,,1,4,4,1,0,356.663,0,1,FALSE
946,3.549,unknown,Bristol,United Kingdom,3,male,0,0,275,2,Bristol,United Kingdom,female,10,1,2,Same City,15153.5363,,0,4,4,1,2,0,1,1,FALSE
947,1.521,1,Reading,United Kingdom,1,male,0,2,656,3,Newbury,United Kingdom,male,2,4,0,Different City,15155.56527,,1,1,4,0,0,24.8861,0,1,FALSE
948,4.5311,unknown,Istanbul,Turkey,1,female,0,0,136,2,Reading,United Kingdom,female,24,5,2,Different Country,15152.55799,,1,0,4,2,2,2556.42,0,0,FALSE
949,8.1711,unknown,Thetford,United Kingdom,1,female,0,0,97,2,Seattle,United States,male,305,5,2,Different Country,15148.91922,,0,0,6,2,2,7658.65,0,0,FALSE
950,0.5291,2,London,United Kingdom,2,male,0,1,819,2,,United Kingdom,male,1,3,0,unknown,15156.56245,,1,10,100,0,1,482.987,2,1,FALSE
951,0.1676,2,,United Kingdom,2,male,0,2,917,2,,United Kingdom,female,1,2,1,unknown,15156.92807,,0,10,1,0,1,0,2,1,FALSE
952,8.1902,unknown,,United Kingdom,1,male,0,0,97,2,Seattle,United States,male,305,5,2,unknown,15148.91922,,1,0,6,2,2,7229.77,2,0,FALSE
954,8.206,3,,Germany,1,female,0,100,97,2,Seattle,United States,male,305,5,0,unknown,15148.91922,,0,1,6,0,0,8148.11,2,0,FALSE
955,26.6242,2,Port Stanley,Canada,1,female,0,1,51,2,,Germany,female,5,4,0,unknown,15130.50118,,1,4,5,0,1,6566.56,2,0,FALSE
956,8.2068,2,Westwood,United States,1,male,0,5,97,2,Seattle,United States,male,305,5,1,Different City,15148.91922,,1,6,6,1,1,3996.38,0,1,FALSE
957,8.2225,3,,United Kingdom,1,male,0,3,97,2,Seattle,United States,male,305,5,0,unknown,15148.91922,,1,1,6,0,0,7229.77,2,0,FALSE
958,3.5732,2,Norwich,United Kingdom,1,male,0,1,290,3,Welling,United Kingdom,female,3,100,0,Different City,15153.57266,,0,10,6,0,0,153.137,0,1,FALSE
959,3.4318,unknown,,United Kingdom,5,female,0,0,359,3,,United Kingdom,female,16,1,2,unknown,15153.73987,,1,4,4,1,2,0,2,1,FALSE
960,1.6233,3,Naperville,United States,2,male,0,1,651,3,Vթlizy,France,male,4,100,0,Different Country,15155.5505,,1,1,1,1,1,6685.69,0,0,FALSE
961,8.2604,2,Sheffield,United Kingdom,1,male,0,100,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,1,1,6,0,1,7481.95,0,0,FALSE
962,1.6364,3,Naperville,United States,2,male,0,1,651,3,Vթlizy,France,male,4,100,0,Different Country,15155.5505,,1,1,1,1,1,6685.69,0,0,FALSE
963,8.2735,3,London,United Kingdom,1,male,0,100,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,1,6,6,1,0,7701.99,0,0,FALSE
964,1.6442,3,Naperville,United States,2,male,0,1,651,3,Vթlizy,France,male,4,100,0,Different Country,15155.5505,,1,1,1,1,1,6685.69,0,0,FALSE
966,8.326,unknown,Sydney,Australia,1,unknown,0,0,97,2,Seattle,United States,male,305,5,2,Different Country,15148.91922,,2,0,6,2,2,12474.7,0,0,FALSE
967,8.3404,3,Melton Mowbray,United Kingdom,1,female,0,3,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,0,6,6,1,0,7559.69,0,0,FALSE
968,4.0173,2,Mchenry,United States,2,female,0,2,235,3,Racine,United States,female,1,5,0,Different City,15153.32091,,1,4,4,1,0,59.0078,0,1,FALSE
969,13.7088,1,New Delhi,India,1,male,0,1,87,1,Madras,India,male,45,0,2,Different City,15143.70472,,1,100,0,2,1,1760.44,0,1,FALSE
970,13.7148,2,New Delhi,India,1,male,0,1,87,1,Madras,India,male,45,0,2,Different City,15143.70472,,1,2,0,2,0,1760.44,0,1,FALSE
971,13.7162,unknown,New Delhi,India,1,unknown,0,0,87,1,Madras,India,male,45,0,2,Different City,15143.70472,,2,0,0,2,2,1760.44,0,1,FALSE
973,4.8849,2,Bombay,India,1,male,0,5,136,2,Reading,United Kingdom,female,24,5,1,Different Country,15152.55799,,0,4,4,1,1,7252.51,0,0,FALSE
974,3.3615,1,Upper Darby,United States,1,male,0,1,492,2,Upper Darby,United States,male,6,100,0,Same City,15154.08513,,1,4,4,1,0,0,1,1,FALSE
975,13.7438,2,Madras,India,1,male,0,1,87,1,Madras,India,male,45,0,2,Same City,15143.70472,,1,4,0,2,0,0,1,1,FALSE
977,13.756,unknown,New Delhi,India,1,male,0,0,87,1,Madras,India,male,45,0,2,Different City,15143.70472,,1,0,0,2,2,1760.44,0,1,FALSE
978,13.7616,unknown,Madras,India,1,male,0,0,87,1,Madras,India,male,45,0,2,Same City,15143.70472,,1,0,0,2,2,0,1,1,FALSE
979,13.7688,1,New Delhi,India,1,male,0,1,87,1,Madras,India,male,45,0,2,Different City,15143.70472,,1,4,0,2,1,1760.44,0,1,FALSE
980,13.7931,2,,United States,1,male,0,1,87,1,Madras,India,male,45,0,2,unknown,15143.70472,,1,4,0,2,0,14427.1,2,0,FALSE
981,0.8787,unknown,Swansea,United Kingdom,2,female,0,0,835,unknown,Swansea,United Kingdom,male,1,0,2,Same City,15156.6425,,0,0,0,2,2,0,1,1,FALSE
982,0.9899,3,,,1,female,0,1,814,2,Southampton,United Kingdom,female,4,5,0,unknown,15156.55731,,1,10,1,0,0,0,2,2,FALSE
983,14.7229,2,Oxford,United Kingdom,1,male,0,1,86,3,Oxford,United Kingdom,male,17,3,0,Same City,15142.82505,,1,1,1,1,0,0,1,1,FALSE
984,14.7251,unknown,Oxford,United Kingdom,1,unknown,0,0,86,3,Oxford,United Kingdom,male,17,3,2,Same City,15142.82505,,2,0,1,2,2,0,1,1,FALSE
985,13.8472,unknown,New Delhi,India,1,male,0,0,87,1,Madras,India,male,45,0,2,Different City,15143.70472,,1,0,0,2,2,1760.44,0,1,FALSE
988,13.8557,1,New Delhi,India,1,male,0,1,87,1,Madras,India,male,45,0,2,Different City,15143.70472,,1,5,0,2,1,1760.44,0,1,FALSE
989,4.3964,2,Bristol,United Kingdom,2,female,0,1,175,3,Plymouth,United Kingdom,male,21,3,0,Different City,15153.16722,,0,4,4,1,0,162.127,0,1,FALSE
990,13.8596,unknown,Singanallur,India,1,male,0,0,87,1,Madras,India,male,45,0,2,Different City,15143.70472,,1,0,0,2,2,448.892,0,1,FALSE
991,14.7455,unknown,Loughborough,United Kingdom,1,unknown,0,0,86,3,Oxford,United Kingdom,male,17,3,2,Different City,15142.82505,,2,1,1,1,2,113.545,0,1,FALSE
995,4.4444,3,Worcester,United Kingdom,2,male,0,1,175,3,Plymouth,United Kingdom,male,21,3,0,Different City,15153.16722,,1,4,4,1,1,242.465,0,1,FALSE
996,1.0877,2,,,3,male,0,2,807,3,,,male,5,1,0,unknown,15156.52928,,1,10,1,0,0,0,2,2,FALSE
997,14.8028,unknown,Portsmouth,United Kingdom,1,male,0,0,86,3,Oxford,United Kingdom,male,17,3,2,Different City,15142.82505,,1,0,1,2,2,104.692,0,1,FALSE
998,13.9541,unknown,Chennai,India,1,male,0,0,87,1,Madras,India,male,45,0,2,Different City,15143.70472,,1,0,0,2,2,0,0,1,FALSE
999,2.1064,4,Farnborough,United Kingdom,1,male,0,2,655,3,,Germany,male,2,100,0,unknown,15155.56112,,1,1,4,0,0,779.809,2,0,FALSE
1000,5.116,2,Liverpool,United Kingdom,1,male,0,1,136,2,Reading,United Kingdom,female,24,5,0,Different City,15152.55799,,0,1,4,0,1,256.947,0,1,FALSE
1001,4.5026,2,Hove,United Kingdom,2,female,0,0,183,2,,United Kingdom,female,2,100,2,unknown,15153.17167,,1,4,4,1,1,552.377,2,1,FALSE
1002,14.8528,2,Leicester,United Kingdom,1,male,0,3,86,3,Oxford,United Kingdom,male,17,3,1,Different City,15142.82505,,1,1,1,1,0,98.7701,0,1,FALSE
1006,1.1972,3,Saint Albans,United Kingdom,3,male,0,1,807,3,,,male,5,1,1,unknown,15156.52928,,1,1,1,1,1,0,2,2,FALSE
1007,1.1987,3,Saint Albans,United Kingdom,3,male,0,1,807,3,,,male,5,1,1,unknown,15156.52928,,1,1,1,1,1,0,2,2,FALSE
1008,14.0341,unknown,New Delhi,India,1,male,0,0,87,1,Madras,India,male,45,0,2,Different City,15143.70472,,1,0,0,2,2,1760.44,0,1,FALSE
1009,14.0477,unknown,New Delhi,India,1,male,0,0,87,1,Madras,India,male,45,0,2,Different City,15143.70472,,1,0,0,2,2,1760.44,0,1,FALSE
1011,14.0528,2,New Delhi,India,1,male,0,1,87,1,Madras,India,male,45,0,2,Different City,15143.70472,,1,4,0,2,0,1760.44,0,1,FALSE
1012,14.0641,1,New Delhi,India,1,male,0,1,87,1,Madras,India,male,45,0,2,Different City,15143.70472,,1,4,0,2,1,1760.44,0,1,FALSE
1013,14.0682,unknown,New Delhi,India,1,male,0,0,87,1,Madras,India,male,45,0,2,Different City,15143.70472,,1,0,0,2,2,1760.44,0,1,FALSE
1014,14.0685,unknown,Madras,India,1,male,0,0,87,1,Madras,India,male,45,0,2,Same City,15143.70472,,1,0,0,2,2,0,1,1,FALSE
1016,3.9441,2,Sheffield,United Kingdom,6,female,0,1,410,unknown,Bolton,United Kingdom,female,2,0,2,Different City,15153.83586,,1,4,0,2,2,67.3536,0,1,FALSE
1017,14.0833,2,New Delhi,India,1,male,1,1,87,1,Madras,India,male,45,0,2,Different City,15143.70472,,1,100,0,2,0,1760.44,0,1,TRUE
1018,1.0415,unknown,Port Stanley,Canada,3,unknown,0,0,866,2,Tokyo,Japan,male,1,1,2,Different Country,15156.74666,,2,1,1,1,2,10367.8,0,0,FALSE
1019,1.0287,2,,United Kingdom,3,male,0,1,873,2,Bournemouth,United Kingdom,male,3,5,0,unknown,15156.76265,,1,4,4,1,1,528.502,2,1,FALSE
1020,5.2416,2,,United States,1,male,0,0,136,2,Reading,United Kingdom,female,24,5,2,unknown,15152.55799,,0,0,4,2,1,7173.75,2,0,FALSE
1021,12.5146,unknown,Reidsville,United States,1,male,0,0,90,3,Lexington,United States,female,1,4,2,Different City,15145.29756,,0,1,6,0,2,467.885,0,1,FALSE
1022,0.0253,2,Hanoi,Vietnam,2,male,0,1,1017,2,New Delhi,India,male,1,1,1,Different Country,15157.78802,,1,4,100,0,1,3002.14,0,0,FALSE
1023,14.1226,unknown,New Delhi,India,1,male,0,0,87,1,Madras,India,male,45,0,2,Different City,15143.70472,,1,0,0,2,2,1760.44,0,1,FALSE
1024,14.125,unknown,Bangalore,India,1,male,0,0,87,1,Madras,India,male,45,0,2,Different City,15143.70472,,1,0,0,2,2,287.898,0,1,FALSE
1025,0.9715,unknown,Brighton,United Kingdom,3,unknown,0,1,903,3,,United Kingdom,female,1,1,1,unknown,15156.86396,,2,4,4,1,2,552.377,2,1,FALSE
1026,4.9766,unknown,Riyadh,Saudi Arabia,2,unknown,0,0,143,2,Riyadh,Saudi Arabia,male,1,1,2,Same City,15152.87853,,2,0,4,2,2,0,1,1,FALSE
1028,14.1716,unknown,Madras,India,1,male,0,0,87,1,Madras,India,male,45,0,2,Same City,15143.70472,,1,0,0,2,2,0,1,1,FALSE
1029,14.1729,2,New Delhi,India,1,male,0,1,87,1,Madras,India,male,45,0,2,Different City,15143.70472,,1,3,0,2,0,1760.44,0,1,FALSE
1030,14.1753,unknown,New Delhi,India,1,male,0,0,87,1,Madras,India,male,45,0,2,Different City,15143.70472,,1,0,0,2,2,1760.44,0,1,FALSE
1031,14.1788,unknown,Madras,India,1,male,0,0,87,1,Madras,India,male,45,0,2,Same City,15143.70472,,1,0,0,2,2,0,1,1,FALSE
1032,14.1836,2,New Delhi,India,1,male,0,1,87,1,Madras,India,male,45,0,2,Different City,15143.70472,,1,10,0,2,0,1760.44,0,1,FALSE
1033,14.1847,unknown,New Delhi,India,1,male,0,0,87,1,Madras,India,male,45,0,2,Different City,15143.70472,,1,0,0,2,2,1760.44,0,1,FALSE
1034,14.1862,unknown,New Delhi,India,1,male,0,0,87,1,Madras,India,male,45,0,2,Different City,15143.70472,,1,0,0,2,2,1760.44,0,1,FALSE
1035,14.1877,unknown,Pune,India,1,male,0,0,87,1,Madras,India,male,45,0,2,Different City,15143.70472,,1,0,0,2,2,914.627,0,1,FALSE
1036,14.1892,1,Madras,India,1,male,1,1,87,1,Madras,India,male,45,0,2,Same City,15143.70472,,1,4,0,2,1,0,1,1,TRUE
1037,0.0011,1,Madras,India,2,female,0,1,1036,1,Madras,India,male,1,1,1,Same City,15157.89396,,0,4,4,1,1,0,1,1,FALSE
1038,14.1962,unknown,New Delhi,India,1,male,0,0,87,1,Madras,India,male,45,0,2,Different City,15143.70472,,1,0,0,2,2,1760.44,0,1,FALSE
1039,14.2001,2,Norwalk,United States,1,male,0,1,87,1,Madras,India,male,45,0,2,Different Country,15143.70472,,1,4,0,2,0,13414.5,0,0,FALSE
1040,14.2084,2,Norwalk,United States,1,male,0,1,87,1,Madras,India,male,45,0,2,Different Country,15143.70472,,1,4,0,2,0,13414.5,0,0,FALSE
1042,4.4187,3,Hartlepool,United Kingdom,3,male,0,2,275,2,Bristol,United Kingdom,female,10,1,0,Different City,15153.5363,,0,4,4,1,0,371.596,0,1,FALSE
1044,0.3236,2,,,1,male,0,2,1010,2,Pontefract,United Kingdom,male,1,1,0,unknown,15157.75259,,1,10,10,1,1,0,2,2,FALSE
1045,9.1591,2,London,United Kingdom,1,female,0,2,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,0,4,6,0,1,7701.99,0,0,FALSE
1046,1.191,1,,United Kingdom,2,male,0,2,920,3,,United Kingdom,female,3,5,0,unknown,15156.93933,,0,4,1,0,0,0,2,1,FALSE
1047,1.196,unknown,,United Kingdom,2,male,0,0,920,3,,United Kingdom,female,3,5,2,unknown,15156.93933,,0,4,1,0,2,0,2,1,FALSE
1048,9.2416,unknown,,United Kingdom,1,female,0,0,97,2,Seattle,United States,male,305,5,2,unknown,15148.91922,,0,0,6,2,2,7229.77,2,0,FALSE
1049,4.6934,unknown,Driffield,United Kingdom,2,unknown,0,0,258,3,Heriot,United Kingdom,male,13,100,2,Different City,15153.47372,,2,0,4,2,2,253.927,0,1,FALSE
1050,15.3935,1,Stockport,United Kingdom,1,male,0,3,86,3,Oxford,United Kingdom,male,17,3,1,Different City,15142.82505,,1,1,1,1,0,193.95,0,1,FALSE
1051,2.2047,2,Cirencester,United Kingdom,2,male,0,1,770,3,Leeds,United Kingdom,male,1,1,1,Different City,15156.18458,,1,1,1,1,0,233.382,0,1,FALSE
1052,2.9653,2,,United States,2,female,1,2,648,2,Waterlooville,United Kingdom,male,1,5,0,unknown,15155.52838,,0,4,4,1,1,7200.11,2,0,TRUE
1053,0.0124,2,Waterlooville,United Kingdom,3,female,0,5,1052,2,,United States,female,1,2,0,unknown,15158.49368,,1,4,4,1,1,7200.11,2,0,FALSE
1054,2.8132,unknown,Manchester,United Kingdom,2,unknown,0,0,699,1,Manchester,United Kingdom,male,1,5,2,Same City,15155.77431,,2,0,6,2,2,0,1,1,FALSE
1055,5.0693,2,,,3,female,1,1,275,2,Bristol,United Kingdom,female,10,1,1,unknown,15153.5363,,1,1,4,0,1,0,2,2,TRUE
1056,9.7287,4,London,United Kingdom,1,female,0,0,97,2,Seattle,United States,male,305,5,2,Different Country,15148.91922,,0,0,6,2,0,7701.99,0,0,FALSE
1058,2.3025,3,Ashton-under-lyne,United Kingdom,2,male,0,1,778,2,Lincoln,United Kingdom,male,2,3,0,Different City,15156.38318,,1,1,1,1,0,107.837,0,1,FALSE
1059,9.8289,unknown,,,1,unknown,0,0,97,2,Seattle,United States,male,305,5,2,unknown,15148.91922,,2,0,6,2,2,0,2,2,FALSE
1060,0.1528,2,,,4,female,0,1,1055,2,,,female,1,1,1,unknown,15158.60558,,1,2,1,0,1,0,2,2,FALSE
1061,25.7105,unknown,Over,Germany,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,Different Country,15133.11131,,2,1,4,0,2,764.383,0,0,FALSE
1062,5.3749,unknown,London,United Kingdom,3,male,0,0,268,3,Basildon,United Kingdom,female,1,1,2,Different City,15153.5076,,0,1,4,0,2,43.3232,0,1,FALSE
1063,2.1793,unknown,Dublin,Ireland,4,unknown,0,0,855,3,Dublin,Ireland,female,3,1,2,Same City,15156.72141,,2,1,4,0,2,0,1,1,FALSE
1064,2.1805,unknown,Dublin,Ireland,4,unknown,0,0,855,3,Dublin,Ireland,female,3,1,2,Same City,15156.72141,,2,1,4,0,2,0,1,1,FALSE
1065,8.9102,unknown,Dublin,Ireland,2,unknown,0,0,106,3,,United States,female,13,5,2,unknown,15149.99215,,2,1,6,0,2,6758.72,2,0,FALSE
1066,8.9107,unknown,Dublin,Ireland,2,unknown,0,0,106,3,,United States,female,13,5,2,unknown,15149.99215,,2,1,6,0,2,6758.72,2,0,FALSE
1067,8.911,unknown,Dublin,Ireland,2,unknown,0,0,106,3,,United States,female,13,5,2,unknown,15149.99215,,2,1,6,0,2,6758.72,2,0,FALSE
1068,8.9114,unknown,Dublin,Ireland,2,unknown,0,0,106,3,,United States,female,13,5,2,unknown,15149.99215,,2,1,6,0,2,6758.72,2,0,FALSE
1069,2.1886,unknown,Dublin,Ireland,4,unknown,0,0,855,3,Dublin,Ireland,female,3,1,2,Same City,15156.72141,,2,1,4,0,2,0,1,1,FALSE
1070,8.919,unknown,Dublin,Ireland,2,unknown,0,0,106,3,,United States,female,13,5,2,unknown,15149.99215,,2,1,6,0,2,6758.72,2,0,FALSE
1071,8.9221,unknown,Dublin,Ireland,2,unknown,0,0,106,3,,United States,female,13,5,2,unknown,15149.99215,,2,1,6,0,2,6758.72,2,0,FALSE
1072,8.9425,3,La Verne,United States,2,female,0,1,106,3,,United States,female,13,5,0,unknown,15149.99215,,1,4,6,0,1,2017.58,2,1,FALSE
1073,5.1692,unknown,Albany,United States,1,male,0,0,381,unknown,Albany,United States,female,3,0,2,Same City,15153.77064,,0,4,0,2,2,0,1,1,FALSE
1074,5.1528,unknown,Swadlincote,United Kingdom,6,female,0,0,410,unknown,Bolton,United Kingdom,female,2,0,2,Different City,15153.83586,,1,0,0,2,2,107.57,0,1,FALSE
1075,8.9859,unknown,Port Stanley,Canada,3,male,0,0,109,3,Denver,United States,female,1,1,2,Different Country,15150.04219,,0,4,4,1,2,2008.9,0,0,FALSE
1076,5.2817,unknown,Brighton,United Kingdom,5,female,0,0,407,unknown,London,United Kingdom,female,1,0,2,Different City,15153.82874,,1,4,4,1,2,76.1736,0,1,FALSE
1077,5.8084,unknown,,,4,female,0,0,374,2,Manchester,United Kingdom,female,4,1,2,unknown,15153.7653,,1,4,4,1,2,0,2,2,FALSE
1078,2.9995,2,,France,2,male,0,1,829,4,London,United Kingdom,female,3,3,0,unknown,15156.60221,,0,4,1,0,0,611.652,2,0,FALSE
1079,6.0069,unknown,,United Kingdom,4,female,0,0,377,unknown,Fareham,United Kingdom,female,2,0,2,unknown,15153.76773,,1,4,0,2,2,524.901,2,1,FALSE
1080,6.1751,3,,,4,female,0,1,376,2,Flitwick,United Kingdom,female,8,1,1,unknown,15153.7673,,1,4,4,1,0,0,2,2,FALSE
1081,11.1793,1,,,1,male,0,100,97,2,Seattle,United States,male,305,5,0,unknown,15148.91922,,1,1,6,0,0,0,2,2,FALSE
1082,14.1097,unknown,,,1,unknown,0,0,97,2,Seattle,United States,male,305,5,2,unknown,15148.91922,,2,0,6,2,2,0,2,2,FALSE
1083,9.5475,3,,,3,male,0,1,279,3,Thatcham,United Kingdom,female,13,1,1,unknown,15153.54958,,0,1,4,0,1,0,2,2,FALSE
1084,12.0631,unknown,,,2,male,0,0,415,2,Yeovil,United Kingdom,male,1,100,2,unknown,15153.84623,,1,4,100,0,2,0,2,2,FALSE
1085,18.7961,unknown,,,1,male,0,0,97,2,Seattle,United States,male,305,5,2,unknown,15148.91922,,1,0,6,2,2,0,2,2,FALSE
1086,25.3462,unknown,,,1,female,0,0,97,2,Seattle,United States,male,305,5,2,unknown,15148.91922,,0,0,6,2,2,0,2,2,FALSE
1087,23.1419,2,,,5,female,0,0,287,2,Liverpool,United Kingdom,female,5,1,2,unknown,15153.56438,,1,4,4,1,1,0,2,2,FALSE
1088,23.1287,unknown,,,5,female,0,0,359,3,,United Kingdom,female,16,1,2,unknown,15153.73987,,1,0,4,2,2,0,2,2,FALSE
