id,Registration_Interval_Days,Age,City,Country,Recruitment_Generation,Gender,Number_of_Recruits,Heard_From,Recruiter_id,Recruiter_Age,Recruiter_City,Recruiter_Country,Recruiter_Gender,Recruiter_Number_of_Recruits,Recruiter_Heard_From,Same_Heard_From_as_Recruiter,Location_Comparison,Recruiter_Join_Date_Numeric_Days,,Same_Gender_as_Recruiter,Heard_Through_Medium,Recruiter_Heard_Through_Medium,Heard_Through_Same_Medium_as_Recruiter,Same_Age_as_Recruiter,Distance_from_Recruiter,Same_City_as_Recruiter,Same_Country_as_Recruiter,Has_Recruits
388,0.0376,unknown,Peterborough,United Kingdom,3,unknown,0,0,356,3,Abingdon,United Kingdom,male,4,1,2,Different City,15153.73688,,2,1,1,1,2,122.92,0,1,FALSE
389,0.2019,2,Brighton,United Kingdom,3,female,1,1,291,unknown,,United Kingdom,female,8,0,2,unknown,15153.57279,,1,4,0,2,2,552.377,2,1,TRUE
390,0.2027,2,,United Kingdom,3,male,0,1,291,unknown,,United Kingdom,female,8,0,2,unknown,15153.57279,,0,4,0,2,2,0,2,1,FALSE
391,0.007,3,Gillingham,United Kingdom,4,female,0,1,389,2,Brighton,United Kingdom,female,1,1,1,Different City,15153.77469,,1,4,4,1,0,79.0279,0,1,FALSE
392,0.0805,unknown,Dumfries,United Kingdom,2,unknown,0,0,340,2,Port Stanley,Canada,female,8,1,2,Different Country,15153.70485,,2,0,1,2,2,5535.01,0,0,FALSE
393,0.0206,2,Blackburn,United Kingdom,4,female,0,1,376,2,Flitwick,United Kingdom,female,8,1,1,Different City,15153.7673,,1,4,4,1,1,235.73,0,1,FALSE
394,0.0516,unknown,Saint Helens,United Kingdom,4,female,0,0,357,unknown,Oxford,United Kingdom,female,4,0,2,Different City,15153.73786,,1,0,0,2,2,214.391,0,1,FALSE
395,0.027,2,Watford,United Kingdom,4,female,0,1,374,2,Manchester,United Kingdom,female,4,1,1,Different City,15153.7653,,1,4,4,1,1,238.473,0,1,FALSE
396,0.0532,3,,United Kingdom,5,male,0,2,359,3,,United Kingdom,female,16,1,0,unknown,15153.73987,,0,1,4,0,1,0,2,1,FALSE
397,4.8744,2,Falls Church,United States,1,male,2,3,97,2,Seattle,United States,male,305,5,0,Different City,15148.91922,,1,6,6,1,1,3728.75,0,1,TRUE
398,0.0571,unknown,Royal Tunbridge Wells,United Kingdom,5,female,0,0,359,3,,United Kingdom,female,16,1,2,unknown,15153.73987,,1,0,4,2,2,532.385,2,1,FALSE
399,0.034,unknown,Brighton,United Kingdom,4,female,0,0,376,2,Flitwick,United Kingdom,female,8,1,2,Different City,15153.7673,,1,0,4,2,2,133.687,0,1,FALSE
400,0.2221,2,Andover,United Kingdom,4,female,0,1,295,3,Milton Keynes,United Kingdom,female,2,0,2,Different City,15153.58164,,1,4,1,0,0,105.141,0,1,FALSE
401,4.885,2,Oslo,Norway,1,male,0,100,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,1,6,6,1,1,7331.25,0,0,FALSE
402,0.2237,2,Andover,United Kingdom,4,female,0,1,295,3,Milton Keynes,United Kingdom,female,2,0,2,Different City,15153.58164,,1,4,1,0,0,105.141,0,1,FALSE
403,0.0395,3,Albany,United States,1,female,0,2,381,unknown,Albany,United States,female,3,0,2,Same City,15153.77064,,1,1,0,2,2,0,1,1,FALSE
404,0.0231,2,Falls Church,United States,2,male,0,1,397,2,Falls Church,United States,male,2,3,0,Same City,15153.7936,,1,1,6,0,1,0,1,1,FALSE
405,0.1126,2,Derby,United Kingdom,2,male,0,2,340,2,Port Stanley,Canada,female,8,1,0,Different Country,15153.70485,,0,1,1,1,1,5751.62,0,0,FALSE
406,4.9087,2,,United Kingdom,1,male,1,0,97,2,Seattle,United States,male,305,5,2,unknown,15148.91922,,1,4,6,0,1,7229.77,2,0,TRUE
407,0.0614,unknown,London,United Kingdom,4,female,1,0,376,2,Flitwick,United Kingdom,female,8,1,2,Different City,15153.7673,,1,4,4,1,2,60.6959,0,1,TRUE
408,0.0911,unknown,Peterborough,United Kingdom,5,female,0,0,359,3,,United Kingdom,female,16,1,2,unknown,15153.73987,,1,0,4,2,2,375.8,2,1,FALSE
409,0.0652,unknown,Darlington,United Kingdom,4,female,0,0,376,2,Flitwick,United Kingdom,female,8,1,2,Different City,15153.7673,,1,0,4,2,2,289.11,0,1,FALSE
410,0.096,unknown,Bolton,United Kingdom,5,female,2,0,359,3,,United Kingdom,female,16,1,2,unknown,15153.73987,,1,0,4,2,2,209.849,2,1,TRUE
411,0.0986,3,,United Kingdom,5,female,0,1,359,3,,United Kingdom,female,16,1,1,unknown,15153.73987,,1,1,4,0,1,0,2,1,FALSE
413,0.0767,unknown,Guilford,United Kingdom,4,male,0,0,377,unknown,Fareham,United Kingdom,female,2,0,2,Different City,15153.76773,,0,4,0,2,2,60.1945,0,1,FALSE
414,4.9267,4,Scunthorpe,United Kingdom,1,female,0,3,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,0,4,6,0,0,7497.64,0,0,FALSE
415,4.927,2,Yeovil,United Kingdom,1,male,1,100,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,1,100,6,0,1,7643.24,0,0,TRUE
416,0.2568,3,London,United Kingdom,2,female,1,1,306,unknown,,Germany,unknown,14,0,2,unknown,15153.60071,,2,4,0,2,2,735.491,2,0,TRUE
418,0.0021,2,,,1,male,0,1,417,1,,,female,2,1,1,unknown,15153.86208,,0,4,4,1,0,0,2,2,FALSE
419,0.0033,2,,,1,female,0,1,417,1,,,female,2,1,1,unknown,15153.86208,,1,10,4,0,0,0,2,2,FALSE
420,0.1265,3,,United Kingdom,5,female,0,2,359,3,,United Kingdom,female,16,1,0,unknown,15153.73987,,1,2,4,0,1,0,2,1,FALSE
421,0.1125,2,London,United Kingdom,3,female,0,0,365,unknown,,,female,2,0,2,unknown,15153.75918,,1,4,0,2,2,0,2,2,FALSE
422,20.7625,unknown,London,United Kingdom,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,Different City,15133.11131,,2,1,4,0,2,211.302,0,1,FALSE
423,20.7669,unknown,London,United Kingdom,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,Different City,15133.11131,,2,1,4,0,2,211.302,0,1,FALSE
424,20.7678,unknown,London,United Kingdom,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,Different City,15133.11131,,2,1,4,0,2,211.302,0,1,FALSE
425,0.1394,3,Rennes,France,5,female,0,1,359,3,,United Kingdom,female,16,1,1,unknown,15153.73987,,1,4,4,1,1,817.01,2,0,FALSE
426,20.7782,unknown,London,United Kingdom,1,male,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,Different City,15133.11131,,0,1,4,0,2,211.302,0,1,FALSE
427,4.9759,unknown,Bristol,United Kingdom,1,female,0,0,97,2,Seattle,United States,male,305,5,2,Different Country,15148.91922,,0,0,6,2,2,7600.93,0,0,FALSE
428,20.7852,unknown,London,United Kingdom,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,Different City,15133.11131,,2,1,4,0,2,211.302,0,1,FALSE
429,4.9808,2,,Brazil,1,male,0,3,97,2,Seattle,United States,male,305,5,0,unknown,15148.91922,,1,4,6,0,1,9771.34,2,0,FALSE
430,20.7939,unknown,London,United Kingdom,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,Different City,15133.11131,,2,1,4,0,2,211.302,0,1,FALSE
431,4.9931,unknown,,United States,1,male,0,0,97,2,Seattle,United States,male,305,5,2,unknown,15148.91922,,1,0,6,2,2,2463.78,2,1,FALSE
432,20.8013,unknown,London,United Kingdom,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,Different City,15133.11131,,2,1,4,0,2,211.302,0,1,FALSE
433,20.8089,unknown,London,United Kingdom,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,Different City,15133.11131,,2,1,4,0,2,211.302,0,1,FALSE
434,0.7537,2,Bexhill,United Kingdom,2,female,0,1,175,3,Plymouth,United Kingdom,male,21,3,0,Different City,15153.16722,,0,4,4,1,0,329.658,0,1,FALSE
435,0.3519,unknown,Maidstone,United Kingdom,3,male,0,0,292,3,Milton Keynes,United Kingdom,female,2,1,2,Different City,15153.57285,,0,4,6,0,2,122.883,0,1,FALSE
436,0.4554,3,,United Kingdom,2,female,0,1,258,3,Heriot,United Kingdom,male,13,100,0,unknown,15153.47372,,0,1,4,0,1,50.2472,2,1,FALSE
437,20.8214,unknown,London,United Kingdom,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,Different City,15133.11131,,2,1,4,0,2,211.302,0,1,FALSE
439,0.2151,unknown,Brighton,United Kingdom,2,female,0,0,351,unknown,Melbourne,Australia,male,1,0,2,Different Country,15153.72618,,0,4,0,2,2,16929.2,0,0,FALSE
440,0.3693,3,,United Kingdom,1,female,0,1,290,3,Welling,United Kingdom,female,3,100,0,unknown,15153.57266,,1,4,6,0,1,493.916,2,1,FALSE
441,0.3694,unknown,Altrincham,United Kingdom,3,female,0,0,291,unknown,,United Kingdom,female,8,0,2,unknown,15153.57279,,1,4,0,2,2,232.005,2,1,FALSE
442,0.1794,unknown,Dartford,United Kingdom,4,female,0,0,374,2,Manchester,United Kingdom,female,4,1,2,Different City,15153.7653,,1,4,4,1,2,281.102,0,1,FALSE
443,5.0259,3,Newbury,United Kingdom,1,female,1,5,97,2,Seattle,United States,male,305,5,1,Different Country,15148.91922,,0,4,6,0,0,7660.34,0,0,TRUE
444,0.2788,3,Ashford,United Kingdom,3,male,0,5,324,unknown,Liverpool,United Kingdom,male,4,0,2,Different City,15153.6666,,1,5,1,0,2,363.965,0,1,FALSE
445,20.8375,unknown,London,United Kingdom,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,Different City,15133.11131,,2,1,4,0,2,211.302,0,1,FALSE
446,20.847,unknown,London,United Kingdom,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,Different City,15133.11131,,2,1,4,0,2,211.302,0,1,FALSE
447,0.7917,unknown,Barnsley,United Kingdom,2,female,0,0,175,3,Plymouth,United Kingdom,male,21,3,2,Different City,15153.16722,,0,0,4,2,2,397.817,0,1,FALSE
448,20.8538,unknown,London,United Kingdom,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,Different City,15133.11131,,2,1,4,0,2,211.302,0,1,FALSE
449,5.0465,3,Newbury,United Kingdom,1,male,0,3,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,1,4,6,0,0,7660.34,0,0,FALSE
450,5.0488,3,Belize City,Belize,1,female,0,1,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,0,4,6,0,0,4565.08,0,0,FALSE
451,0.4101,unknown,Huntingdon,United Kingdom,5,female,0,0,287,2,Liverpool,United Kingdom,female,5,1,2,Different City,15153.56438,,1,4,4,1,2,223.4,0,1,FALSE
452,5.0571,unknown,London,United Kingdom,1,female,1,0,97,2,Seattle,United States,male,305,5,2,Different Country,15148.91922,,0,0,6,2,2,7701.99,0,0,TRUE
453,0.2368,3,,United Kingdom,5,female,0,1,359,3,,United Kingdom,female,16,1,1,unknown,15153.73987,,1,4,4,1,1,0,2,1,FALSE
454,0.3806,unknown,,United Kingdom,2,female,1,0,306,unknown,,Germany,unknown,14,0,2,unknown,15153.60071,,2,1,0,2,2,1033.31,2,0,TRUE
455,5.0694,3,Axminster,United Kingdom,1,female,0,100,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,0,4,6,0,0,7641.02,0,0,FALSE
456,20.8775,unknown,London,United Kingdom,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,Different City,15133.11131,,2,1,4,0,2,211.302,0,1,FALSE
457,5.0698,2,London,United Kingdom,1,female,0,1,97,2,Seattle,United States,male,305,5,0,Different Country,15148.91922,,0,4,6,0,1,7701.99,0,0,FALSE
458,0.1615,2,Godalming,United Kingdom,2,female,0,1,406,2,,United Kingdom,male,1,0,2,unknown,15153.82796,,0,4,4,1,1,502.583,2,1,FALSE
459,20.8784,unknown,London,United Kingdom,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,Different City,15133.11131,,2,1,4,0,2,211.302,0,1,FALSE
460,0.456,2,Rotherham,United Kingdom,3,female,0,1,275,2,Bristol,United Kingdom,female,10,1,1,Different City,15153.5363,,1,4,4,1,1,235.153,0,1,FALSE
461,0.2338,3,Bourne,United Kingdom,4,female,0,1,374,2,Manchester,United Kingdom,female,4,1,1,Different City,15153.7653,,1,4,4,1,0,147.705,0,1,FALSE
462,20.8883,unknown,London,United Kingdom,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,Different City,15133.11131,,2,1,4,0,2,211.302,0,1,FALSE
463,5.0809,unknown,Ephrata,United States,1,male,0,0,97,2,Seattle,United States,male,305,5,2,Different City,15148.91922,,1,0,6,2,2,3732.6,0,1,FALSE
464,20.8888,unknown,London,United Kingdom,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,Different City,15133.11131,,2,1,4,0,2,211.302,0,1,FALSE
465,20.8895,unknown,London,United Kingdom,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,Different City,15133.11131,,2,1,4,0,2,211.302,0,1,FALSE
466,20.89,unknown,London,United Kingdom,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,Different City,15133.11131,,2,1,4,0,2,211.302,0,1,FALSE
467,20.8911,unknown,London,United Kingdom,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,Different City,15133.11131,,2,1,4,0,2,211.302,0,1,FALSE
468,20.8921,unknown,London,United Kingdom,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,Different City,15133.11131,,2,1,4,0,2,211.302,0,1,FALSE
469,20.8927,unknown,London,United Kingdom,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,Different City,15133.11131,,2,1,4,0,2,211.302,0,1,FALSE
470,20.8934,unknown,London,United Kingdom,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,Different City,15133.11131,,2,1,4,0,2,211.302,0,1,FALSE
471,20.8948,unknown,London,United Kingdom,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,Different City,15133.11131,,2,1,4,0,2,211.302,0,1,FALSE
472,20.8954,unknown,London,United Kingdom,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,Different City,15133.11131,,2,1,4,0,2,211.302,0,1,FALSE
473,20.8961,unknown,London,United Kingdom,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,Different City,15133.11131,,2,1,4,0,2,211.302,0,1,FALSE
474,20.897,unknown,London,United Kingdom,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,Different City,15133.11131,,2,1,4,0,2,211.302,0,1,FALSE
475,0.2399,2,Albany,United States,1,female,0,2,381,unknown,Albany,United States,female,3,0,2,Same City,15153.77064,,1,4,0,2,2,0,1,1,FALSE
476,0.7776,2,,United Kingdom,2,female,0,2,217,unknown,,United Kingdom,male,2,0,2,unknown,15153.23794,,0,4,0,2,2,0,2,1,FALSE
477,0.7793,2,,United Kingdom,2,female,0,2,217,unknown,,United Kingdom,male,2,0,2,unknown,15153.23794,,0,1,0,2,2,0,2,1,FALSE
479,0.2815,2,Colne,United Kingdom,5,female,0,1,359,3,,United Kingdom,female,16,1,1,unknown,15153.73987,,1,4,4,1,0,187.743,2,1,FALSE
480,0.0822,2,,United Kingdom,2,female,0,1,443,3,Newbury,United Kingdom,female,1,5,0,unknown,15153.94508,,1,4,4,1,0,463.939,2,1,FALSE
481,5.1226,unknown,Rotherham,United Kingdom,1,male,0,0,97,2,Seattle,United States,male,305,5,2,Different Country,15148.91922,,1,0,6,2,2,7481.92,0,0,FALSE
482,5.1402,unknown,Yeovil,United Kingdom,1,female,0,0,97,2,Seattle,United States,male,305,5,2,Different Country,15148.91922,,0,0,6,2,2,7643.24,0,0,FALSE
483,20.9552,unknown,London,United Kingdom,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,Different City,15133.11131,,2,1,4,0,2,211.302,0,1,FALSE
484,0.23,2,Palo Alto,United States,1,male,0,2,412,2,,United Kingdom,female,2,3,0,unknown,15153.83955,,0,1,1,1,1,8178.02,2,0,FALSE
485,0.5264,2,Santo Andrթ,Portugal,2,female,0,1,278,unknown,Lisbon,Portugal,male,2,0,2,Different City,15153.54517,,0,4,0,2,2,78.0912,0,1,FALSE
486,5.1527,unknown,Kew,United Kingdom,1,female,0,0,97,2,Seattle,United States,male,305,5,2,Different Country,15148.91922,,0,0,6,2,2,7697.71,0,0,FALSE
487,20.9638,unknown,London,United Kingdom,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,Different City,15133.11131,,2,1,4,0,2,211.302,0,1,FALSE
488,20.9676,unknown,London,United Kingdom,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,Different City,15133.11131,,2,1,4,0,2,211.302,0,1,FALSE
489,0.5319,3,,United Kingdom,3,male,0,1,279,3,Thatcham,United Kingdom,female,13,1,1,unknown,15153.54958,,0,1,4,0,1,464.617,2,1,FALSE
490,0.4064,2,,,1,female,0,2,329,unknown,Peterborough,United Kingdom,female,3,0,2,unknown,15153.67659,,1,0,0,2,2,0,2,2,FALSE
491,0.4085,2,,,1,female,0,2,329,unknown,Peterborough,United Kingdom,female,3,0,2,unknown,15153.67659,,1,10,0,2,2,0,2,2,FALSE
494,5.1767,unknown,London,United Kingdom,1,male,0,0,97,2,Seattle,United States,male,305,5,2,Different Country,15148.91922,,1,0,6,2,2,7701.99,0,0,FALSE
495,20.9953,unknown,London,United Kingdom,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,Different City,15133.11131,,2,1,4,0,2,211.302,0,1,FALSE
496,21.0008,2,London,United Kingdom,1,female,0,1,64,2,Chesterfield,United Kingdom,female,142,3,0,Different City,15133.11131,,1,3,4,0,1,211.302,0,1,FALSE
497,21.0069,2,London,United Kingdom,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,Different City,15133.11131,,2,1,4,0,1,211.302,0,1,FALSE
499,21.0116,unknown,London,United Kingdom,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,Different City,15133.11131,,2,1,4,0,2,211.302,0,1,FALSE
500,21.0122,unknown,London,United Kingdom,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,Different City,15133.11131,,2,1,4,0,2,211.302,0,1,FALSE
501,0.0431,4,Randolph,United States,1,male,0,2,492,2,Upper Darby,United States,male,6,100,0,Different City,15154.08513,,1,1,4,0,0,433.569,0,1,FALSE
502,0.0438,2,Upper Darby,United States,1,female,0,1,492,2,Upper Darby,United States,male,6,100,0,Same City,15154.08513,,0,4,4,1,1,0,1,1,FALSE
503,0.0532,2,Upper Darby,United States,1,male,2,1,492,2,Upper Darby,United States,male,6,100,0,Same City,15154.08513,,1,4,4,1,1,0,1,1,TRUE
504,0.0007,2,Upper Darby,United States,2,male,0,1,503,2,Upper Darby,United States,male,2,1,1,Same City,15154.13836,,1,1,4,0,1,0,1,1,FALSE
505,21.0288,unknown,London,United Kingdom,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,Different City,15133.11131,,2,1,4,0,2,211.302,0,1,FALSE
506,0.0047,2,Upper Darby,United States,2,male,1,1,503,2,Upper Darby,United States,male,2,1,1,Same City,15154.13836,,1,1,4,0,1,0,1,1,TRUE
507,0.0002,2,Upper Darby,United States,3,male,0,1,506,2,Upper Darby,United States,male,1,1,1,Same City,15154.14308,,1,1,1,1,1,0,1,1,FALSE
509,0.4228,2,Birmingham,United Kingdom,3,female,0,2,356,3,Abingdon,United Kingdom,male,4,1,0,Different City,15153.73688,,0,1,1,1,0,99.6145,0,1,FALSE
510,0.917,3,Lexington,United States,2,female,0,1,223,2,Toronto,Canada,female,1,100,0,Different Country,15153.26588,,1,4,4,1,0,758.179,0,0,FALSE
511,0.3985,2,Doncaster,United Kingdom,2,male,0,1,397,2,Falls Church,United States,male,2,3,0,Different Country,15153.7936,,1,1,6,0,1,5778.21,0,0,FALSE
512,1.0476,2,,United States,2,female,0,100,227,unknown,,United States,male,2,0,2,unknown,15153.28494,,0,4,0,2,2,9.50E-05,2,1,FALSE
513,5.5245,2,,United Kingdom,1,male,0,100,97,2,Seattle,United States,male,305,5,0,unknown,15148.91922,,1,6,6,1,1,7229.77,2,0,FALSE
514,0.6148,2,,United Kingdom,1,male,0,1,412,2,,United Kingdom,female,2,3,0,unknown,15153.83955,,0,1,1,1,1,0,2,1,FALSE
516,0.5167,3,Brighton,United Kingdom,3,female,0,2,454,unknown,,United Kingdom,female,1,0,2,unknown,15153.98131,,1,1,1,1,2,552.377,2,1,FALSE
517,21.4123,3,,United Kingdom,1,male,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,unknown,15133.11131,,0,1,4,0,0,271.832,2,1,FALSE
518,0.8231,3,Shanklin,United Kingdom,2,male,0,1,340,2,Port Stanley,Canada,female,8,1,1,Different Country,15153.70485,,0,1,1,1,0,5872.78,0,0,FALSE
519,21.4175,unknown,,United Kingdom,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,unknown,15133.11131,,2,1,4,0,2,271.832,2,1,FALSE
520,21.4225,unknown,,United Kingdom,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,unknown,15133.11131,,2,1,4,0,2,271.832,2,1,FALSE
521,0.9433,3,Munich,Germany,2,male,0,1,306,unknown,,Germany,unknown,14,0,2,unknown,15153.60071,,2,4,0,2,2,346.526,2,1,FALSE
523,1.0192,2,Reading,United Kingdom,3,female,0,1,279,3,Thatcham,United Kingdom,female,13,1,1,Different City,15153.54958,,1,4,4,1,0,20.9539,0,1,FALSE
524,0.0189,unknown,Leicester,United Kingdom,1,unknown,0,1,522,3,Melton Mowbray,United Kingdom,male,2,100,0,Different City,15154.56118,,2,4,4,1,2,22.305,0,1,FALSE
525,0.0396,4,Bristol,United Kingdom,1,female,0,1,522,3,Melton Mowbray,United Kingdom,male,2,100,0,Different City,15154.56118,,0,4,4,1,0,186.513,0,1,FALSE
526,0.857,unknown,Sutton Coldfield,United Kingdom,4,female,0,0,376,2,Flitwick,United Kingdom,female,8,1,2,Different City,15153.7673,,1,4,4,1,2,110.277,0,1,FALSE
527,0.8911,unknown,Orpington,United Kingdom,5,female,0,0,359,3,,United Kingdom,female,16,1,2,unknown,15153.73987,,1,4,4,1,2,502.978,2,1,FALSE
528,1.0489,2,Bath,United Kingdom,2,female,0,0,306,unknown,,Germany,unknown,14,0,2,unknown,15153.60071,,2,4,0,2,2,890.719,2,0,FALSE
529,1.0501,2,Bath,United Kingdom,2,female,0,0,306,unknown,,Germany,unknown,14,0,2,unknown,15153.60071,,2,4,0,2,2,890.719,2,0,FALSE
530,21.5477,unknown,,United Kingdom,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,unknown,15133.11131,,2,1,4,0,2,271.832,2,1,FALSE
531,0.9735,unknown,Gloucester,United Kingdom,4,male,0,0,335,3,Cheltenham,United Kingdom,female,2,1,2,Different City,15153.68566,,0,4,4,1,2,11.7613,0,1,FALSE
532,1.082,3,Swindon,United Kingdom,3,male,0,1,294,2,Brighton,United Kingdom,female,4,3,0,Different City,15153.58083,,0,4,6,0,0,140.579,0,1,FALSE
533,21.5521,unknown,,United Kingdom,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,unknown,15133.11131,,2,1,4,0,2,271.832,2,1,FALSE
534,21.5543,unknown,,United Kingdom,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,unknown,15133.11131,,2,1,4,0,2,271.832,2,1,FALSE
535,21.5582,unknown,,United Kingdom,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,unknown,15133.11131,,2,1,4,0,2,271.832,2,1,FALSE
536,21.5609,unknown,,United Kingdom,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,unknown,15133.11131,,2,1,4,0,2,271.832,2,1,FALSE
537,21.563,unknown,,United Kingdom,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,unknown,15133.11131,,2,1,4,0,2,271.832,2,1,FALSE
538,21.5729,unknown,,United Kingdom,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,unknown,15133.11131,,2,1,4,0,2,271.832,2,1,FALSE
539,21.5757,unknown,,United Kingdom,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,unknown,15133.11131,,2,1,4,0,2,271.832,2,1,FALSE
540,21.5832,unknown,,United Kingdom,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,unknown,15133.11131,,2,1,4,0,2,271.832,2,1,FALSE
541,1.1586,3,Bristol,United Kingdom,3,male,0,1,279,3,Thatcham,United Kingdom,female,13,1,1,Different City,15153.54958,,0,4,4,1,1,91.7985,0,1,FALSE
543,11.8934,2,Oxford,United Kingdom,1,male,0,1,86,3,Oxford,United Kingdom,male,17,3,0,Same City,15142.82505,,1,10,1,0,0,0,1,1,FALSE
544,1.2808,3,Rotherham,United Kingdom,2,male,0,1,262,2,London,United Kingdom,male,2,3,0,Different City,15153.48079,,1,3,4,0,0,229.928,0,1,FALSE
545,1.1825,1,,United Kingdom,3,male,0,1,294,2,Brighton,United Kingdom,female,4,3,0,unknown,15153.58083,,0,4,6,0,0,552.377,2,1,FALSE
546,21.6572,unknown,,United Kingdom,1,unknown,0,0,64,2,Chesterfield,United Kingdom,female,142,3,2,unknown,15133.11131,,2,1,4,0,2,271.832,2,1,FALSE
548,1.3511,2,Buxton,United Kingdom,1,female,0,2,257,2,Glossop,United Kingdom,male,3,100,0,Different City,15153.46845,,0,0,4,2,1,20.6182,0,1,FALSE
549,1.2778,3,Banbury,United Kingdom,3,female,3,1,279,3,Thatcham,United Kingdom,female,13,1,1,Different City,15153.54958,,1,4,4,1,1,73.2629,0,1,TRUE
550,12.0061,2,Oxford,United Kingdom,1,male,0,3,86,3,Oxford,United Kingdom,male,17,3,1,Same City,15142.82505,,1,1,1,1,0,0,1,1,FALSE
551,5.9572,unknown,Sydney,Australia,1,female,0,0,97,2,Seattle,United States,male,305,5,2,Different Country,15148.91922,,0,0,6,2,2,12474.7,0,0,FALSE
553,5.9713,2,Niles,United States,1,male,0,100,97,2,Seattle,United States,male,305,5,0,Different City,15148.91922,,1,4,6,0,1,2770.14,0,1,FALSE
554,0.8166,unknown,,United States,1,unknown,0,0,492,2,Upper Darby,United States,male,6,100,2,unknown,15154.08513,,2,0,4,2,2,1799.93,2,1,FALSE
555,0.8196,unknown,,United States,1,unknown,0,1,492,2,Upper Darby,United States,male,6,100,0,unknown,15154.08513,,2,4,4,1,2,1799.93,2,1,FALSE
556,0.097,unknown,,United Kingdom,4,female,0,0,549,3,Banbury,United Kingdom,female,3,1,2,unknown,15154.8274,,1,4,4,1,2,393.663,2,1,FALSE
557,1.3773,3,,United Kingdom,3,female,0,1,279,3,Thatcham,United Kingdom,female,13,1,1,unknown,15153.54958,,1,4,4,1,1,464.617,2,1,FALSE
558,6.0184,unknown,Slough,United Kingdom,1,male,0,0,97,2,Seattle,United States,male,305,5,2,Different Country,15148.91922,,1,0,6,2,2,7681.9,0,0,FALSE
559,2.3894,2,New Delhi,India,1,male,3,3,136,2,Reading,United Kingdom,female,24,5,0,Different Country,15152.55799,,0,4,4,1,1,6771.5,0,0,TRUE
